"Lote";"TipoLote";"Secao";"CaminhoRelativo";"CaminhoAbsoluto";"Extensao";"TamanhoBytes";"TamanhoMB";"EstadoGitIgnore";"ModificadoEm"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jeomaqimplementosagricola_1735982721129757\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jeomaqimplementosagricola_1735982721129757\message_1.json";".json";"1933";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jessicajuliana_1756452505749445\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jessicajuliana_1756452505749445\message_1.json";".json";"1607";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jessicatupper_1714980643229965\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jessicatupper_1714980643229965\message_1.json";".json";"736";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jessikaandrade_1370730080988358\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jessikaandrade_1370730080988358\message_1.json";".json";"932";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jessikaleaonutricionistasaudedamulher_1433880804829008\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jessikaleaonutricionistasaudedamulher_1433880804829008\message_1.json";".json";"1144";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jgimpressoes3d_814680733259965\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jgimpressoes3d_814680733259965\message_1.json";".json";"1549";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jhonykalleb_1768046404590055\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jhonykalleb_1768046404590055\message_1.json";".json";"1120";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jmexcursoeseturismoviagem_1811445170250178\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jmexcursoeseturismoviagem_1811445170250178\message_1.json";".json";"6046";"0,006";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joaofelicio_1780736633321032\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joaofelicio_1780736633321032\message_1.json";".json";"1437";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joaomichalczyk_1699712218090141\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joaomichalczyk_1699712218090141\message_1.json";".json";"1987";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joaoneto_1656882629039767\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joaoneto_1656882629039767\message_1.json";".json";"2272";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joaopaulofarias_1768504051210957\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joaopaulofarias_1768504051210957\message_1.json";".json";"2509";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joaovitorramada_1885345122860182\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joaovitorramada_1885345122860182\message_1.json";".json";"3370";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jocastaimoveis_1779838723410823\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jocastaimoveis_1779838723410823\message_1.json";".json";"2753";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\johnyrocha_1745137323555415\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\johnyrocha_1745137323555415\message_1.json";".json";"4815";"0,005";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joissecosta_1768988704495825\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joissecosta_1768988704495825\message_1.json";".json";"1380";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jon_1763397591721603\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jon_1763397591721603\message_1.json";".json";"2054";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jonatanneves_1729680635093299\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jonatanneves_1729680635093299\message_1.json";".json";"2040";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jornalsomos_556697512391623\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jornalsomos_556697512391623\message_1.json";".json";"2208";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jornalsudoeste_1457176012343764\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jornalsudoeste_1457176012343764\message_1.json";".json";"7947";"0,008";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\josefleurydacostamendes_1801007101293985\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\josefleurydacostamendes_1801007101293985\message_1.json";".json";"2645";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joseneto_1762494498478579\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\joseneto_1762494498478579\message_1.json";".json";"941";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\josianearantesautoconhecimento_814777343250304\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\josianearantesautoconhecimento_814777343250304\message_1.json";".json";"1588";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jozidellascabeloepele_1758904598837569\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jozidellascabeloepele_1758904598837569\message_1.json";".json";"4931";"0,005";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jpassessoriacontabil_1625347312193299\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jpassessoriacontabil_1625347312193299\message_1.json";".json";"3145";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juarantes_1264694291595023\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juarantes_1264694291595023\message_1.json";".json";"6238";"0,006";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jubellejoias_1999971201400860\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jubellejoias_1999971201400860\message_1.json";".json";"924";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jucileiagarcia_1860580835336611\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jucileiagarcia_1860580835336611\message_1.json";".json";"965";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juiracarvalho_1956074442453916\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juiracarvalho_1956074442453916\message_1.json";".json";"3162";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juliamattosgondimebeling_1795159708545391\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juliamattosgondimebeling_1795159708545391\message_1.json";".json";"1458";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\julianacampeiro_1523176329077065\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\julianacampeiro_1523176329077065\message_1.json";".json";"2044";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\julianatdpereira_1795153081879387\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\julianatdpereira_1795153081879387\message_1.json";".json";"1488";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\julianobueno_1753674056027290\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\julianobueno_1753674056027290\message_1.json";".json";"1671";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juliaqueiroz_1476226777105354\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juliaqueiroz_1476226777105354\message_1.json";".json";"3402";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juliocarmoianexusgoai_1821125522615476\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juliocarmoianexusgoai_1821125522615476\message_1.json";".json";"4958";"0,005";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juliocfrancafranco_908756193862494\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juliocfrancafranco_908756193862494\message_1.json";".json";"3979";"0,004";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\julioengmec_1799957271398968\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\julioengmec_1799957271398968\message_1.json";".json";"1062";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juliojoaomarquesdeoliveira_1830994301628598\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juliojoaomarquesdeoliveira_1830994301628598\message_1.json";".json";"1613";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juniorcosta_937002754361095\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juniorcosta_937002754361095\message_1.json";".json";"2809";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juniorpimenta_1786224379438924\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\juniorpimenta_1786224379438924\message_1.json";".json";"2930";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jusinei_1754730299254999\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\jusinei_1754730299254999\message_1.json";".json";"772";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\kallebemoura_1795361601858535\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\kallebemoura_1795361601858535\message_1.json";".json";"2346";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\kamelia_1667823527945677\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\kamelia_1667823527945677\message_1.json";".json";"3696";"0,004";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karenmachado_1757532078974821\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karenmachado_1757532078974821\message_1.json";".json";"1442";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karinacarvalho_1713908496675677\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karinacarvalho_1713908496675677\message_1.json";".json";"3049";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karinalimapontes_1774422847285744\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karinalimapontes_1774422847285744\message_1.json";".json";"2735";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karineinsuela_1837805574281312\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karineinsuela_1837805574281312\message_1.json";".json";"593";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karlarosaataides_1067367690438468\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karlarosaataides_1067367690438468\message_1.json";".json";"2268";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karloscabral_531060651621976\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karloscabral_531060651621976\message_1.json";".json";"4881";"0,005";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karolainyalvescorretoradeimoveis_1124605895600779\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karolainyalvescorretoradeimoveis_1124605895600779\message_1.json";".json";"6008";"0,006";"NAO_IGNORADO";"2026-04-10 14:36:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"01-Instagram";"01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karolgraphicdesigner_1392734348787931\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\your_instagram_activity\messages\inbox\karolgraphicdesigner_1392734348787931\message_1.json";".json";"1607";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
