source_row;data_hora_brt;id_midia;legenda;impressoes;alcance;curtidas;comentarios;compartilhamentos;salvamentos;visitas_perfil;seguidores_gerados;toques_link_externo;interacoes_calculadas;origem;source_blob_sha;status_validacao
105;2025-09-19T20:00:29-03:00;18368412070144703;"Neste Mês do Consumidor, a ACIRV traz uma super vantagem pra você:

🔐 Descontos especiais no serviço de Certificação Digital!

✔ Atendimento de qualidade;
✔ Preço acessível;
✔ Válido para associados e não associados.

Não perca essa oportunidade de garantir o seu certificado com mais economia e toda a segurança que você precisa.

📍 Entre em contato e agende já: (64) 9233-2708. 

#Promoção #CertificadoDigital #ACIRV #MêsDoConsumidor #DescontoExclusivo";488;391;6;0;0;0;1;0;;6;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
106;2025-09-19T12:11:10-03:00;18107994547499258;"🔊 Atenção, profissionais e lideranças rioverdenses da área de Saúde!

Nos dias 26 e 27 de setembro, o Núcleo Setorial de Saúde da ACIRV promove um encontro essencial para o futuro do setor em Rio Verde: a Oficina de Planejamento Estratégico. 

👥 Na sexta (26), uma roda de conversa com instituições e entidades vai traçar o panorama atual da saúde - com foco nos desafios e nas oportunidades que temos pela frente.

🧭 No sábado (27), vamos transformar diálogo em direção: é hora de construir juntos o plano estratégico do Núcleo, definindo prioridades e ações concretas.

⚙️ Participar é contribuir para um setor mais forte, articulado e preparado!

O evento é gratuito, mas para participar, realize sua inscrição no link: 
https://shre.ink/oficinadeplanejamentoestrategicoacirv.

Queremos te ouvir: compareça, profissional da Saúde de Rio Verde e traga suas ideias! 

#ACIRVeventos #NúcleoDeSaúde #OficinaDePlanejamentoEstratégico #SetorDeSaúde #ProfissionaisDeSaúde #RioVerde";1063;834;20;0;3;0;1;0;;23;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
107;2025-09-18T17:09:32-03:00;18082295824944037;"Vamos dar boas-vindas ao novo associado da ACIRV?!

É com satisfação que damos as boas-vindas à Ferreira Instalações (@ferreiras_instalacoes_eletrica), empresa que há mais de uma década atua com excelência no setor elétrico, oferecendo soluções completas e personalizadas para a indústria.

Com 12 anos de experiência, a Ferreira Instalações - liderada pelo empresário Weliton Ferreira - tem se consolidado como referência em qualidade, segurança e inovação, atendendo clientes de diversos segmentos com serviços sob medida e tecnologia de ponta. 

Dentre as áreas de atuação, destaque para: Instalações Elétricas Industriais; Automação Industrial; Redes Elétricas e Subestações de Média Tensão; Energia Solar Fotovoltaica e Desenvolvimento de Projetos Elétricos. 

Seja bem-vinda à ACIRV! Que essa parceria traga ainda mais crescimento e oportunidades para todos!

#ACIRVNovoAssociado #FerreiraInstalações #SetorElétrico #RioVerde";1088;903;42;3;0;2;6;1;;47;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
108;2025-09-18T12:36:18-03:00;18097034308571993;"Tem uma ideia na cabeça e vontade no coração?

Chegou a hora de colocar tudo em prática com propósito!

Na oficina “Comece Algo e Faça a Diferença”, você vai descobrir como conectar seus valores pessoais ao seu caminho profissional e, ainda, aprender com atividades que vão ajudar a desenvolver:

🧠 Criatividade;
🗣️ Falar em público;
🛠️ Atitude maker;
🌱 Mentalidade de crescimento;
🤝 Colaboração.

📆 Dia: 23 de setembro

⏰ Horário: 19h às 21h

📍 Local: ACIRV (rua Dona Maricota, 199 - Setor Marconal)

🎯 Evento gratuito, mas com vagas limitadas!

✅ Garanta sua vaga agora:
👉 https://beevent.sebraego.com.br/inscreva-se/174433333

Vamos te auxiliar a colocar seus projetos e ideias em prática! 

#ACIRVeventos #ACIRVeSEBRAE #FaçaADiferença #RioVerde";797;635;23;0;10;5;8;0;2;38;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
109;2025-09-17T11:20:48-03:00;18329112172233883;"Mais uma empresa que chega para somar!

É com alegria que recebemos a Soluções Pinturas (@cea_tintasrv) como mais nova associada da ACIRV!

Com uma equipe dedicada e apaixonada pelo que faz, a empresa atua no segmento de pintura residencial, comercial e industrial, oferecendo soluções completas com qualidade e atenção aos detalhes. É aquela empresa que transforma ambientes e supera expectativas!

Sejam muito bem-vindos! Estamos felizes em caminhar juntos por mais desenvolvimento e conexões sólidas.

#ACIRVNovoAssociado #SoluçõesPinturas #Pinturas #RioVerde";1055;932;24;5;6;0;4;2;;35;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
110;2025-09-15T19:10:13-03:00;18097565833642332;"✨ Grandes negócios começam com uma boa conversa.

No Conecta ACIRV é possível fazer mais do que networking: você esbarra com pessoas repletas de propósito.

Vale ressaltar que o evento é aberto para todos os empresários(as): associados(as) ou não.

📅 As inscrições já estão abertas! Aproveite essa chance de fazer parte.

➡️ Acesse o link e inscreva-se: https://forms.gle/43Jg1ZTgzfRX5JgY8. 

Conecte-se. Compartilhe. Cresça.

#ACIRV #ConectaACIRV #EmpresáriosUnidos #RioVerde";1204;920;39;1;16;6;2;0;;62;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
111;2025-09-15T16:57:07-03:00;17849064186528454;"No mercado desde o ano de 2018, a Clínica Fazendo Terapia (@fazendo.terapiarv) nasceu com um propósito de oferecer um atendimento humanizado, direcionado para crianças a adolescentes. A empresa conta com uma equipe multiprofissional formada por serviços como: Psicologia, Psicopedagogia, Terapia Ocupacional, Fonoaudiologia, Nutrição, Fisioterapia, Psicomotricidade, Neuropsicologia e Neuropediatria. 

A proprietária @adriely.vaz conta que além de fortalecer o papel como empreendedora, seu objetivo com a filiação é agregar ainda mais com a saúde na cidade de Rio Verde. “Poder participar da ACIRV é algo muito importante para mim. Acredito que a saúde tem muito a somar com o comércio e, juntos, podemos construir parcerias que gerem crescimento, qualidade de vida e desenvolvimento para toda a nossa comunidade"", relatou a empresária.

#ACIRVassociados #ClínicaFazendoTerapia #Saúde #CriançasEAdolescentes #RioVerde";1642;1424;86;4;1;1;9;2;;92;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
112;2025-09-15T12:47:56-03:00;18021797120736844;"A ACIRV convida os(as) empresários(as) locais para mais uma edição do tradicional Café Entre Amigos, que será realizado nesta quinta-feira, dia 18 de setembro, às 7h30, na sede da entidade.

Este evento é uma oportunidade valiosa para fortalecer sua rede de contatos, compartilhar ideias e gerar oportunidades para sua empresa.

🔗 A participação é gratuita, mas requer inscrição antecipada.

➡️ Tem interesse? Inscreva-se pelo link: https://doity.com.br/caf-entre-amigos e garanta sua vaga!

#ACIRVeventos #CaféEntreAmigos #EventoEmpresarial #RioVerde";3185;2454;58;9;57;3;3;1;1;127;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
113;2025-09-15T11:10:50-03:00;18090262978750425;"💙 O cliente é o coração do comércio — e também das empresas de serviços e negócios B2B!

Neste Dia do Cliente, a ACIRV celebra a confiança, a parceria e a fidelidade de quem impulsiona a nossa economia: você, cliente que acredita, investe e constrói junto.

Seja no varejo, na prestação de serviços ou nas relações entre empresas, cada cliente é parte fundamental do sucesso. Valorizamos quem está do outro lado da mesa, contribuindo com diálogo, confiança e colaboração.

Nosso apoio a essa data é um reconhecimento à importância de cultivar bons relacionamentos e oferecer sempre o melhor — com transparência, compromisso e profissionalismo.

Que o Dia do Cliente seja comemorado com carinho, bons negócios e gratidão!

#ACIRVapoia #DiaDoCliente #ClienteValorizado #B2B #RelacionamentoComCliente";281;249;7;0;1;0;4;0;;8;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
114;2025-09-12T07:35:06-03:00;18186528295323892;"Empreendedora, tá na hora de assumir o controle das suas finanças!

Sabia que entender os processos financeiros do seu negócio pode ser mais simples do que parece?

A Oficina de Finanças, realizada pela ACIRV - por meio do ACIRV Mulher - em parceria com o SEBRAE e o Programa Empreender (CACB), foi pensada pra você - que busca crescer - prosperar e tomar decisões com mais segurança.

A oficina apresenta: 
✔️ Linguagem acessível;
✔️ Conteúdo prático;
✔️ Foco em resultados reais!

📌 O evento é aberto ao público. Mas as inscrições já foram encerradas! 

👉 Sua saúde financeira agradece. Seu negócio também. 💼";1651;1312;31;2;26;3;7;3;3;62;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
115;2025-09-11T16:30:46-03:00;18053902460196164;"A ACIRV tem a satisfação de anunciar a chegada da Dispor (@disporcoleta) ao nosso quadro de associadas. Especializada no manejo e na coleta de resíduos perigosos, a empresa oferece soluções seguras, responsáveis e alinhadas às exigências ambientais, atendendo profissionais da saúde, estética, farmácias e laboratórios.

À frente da empresa, está Jairo Moreira, que representa o compromisso da Dispor com a inovação, a responsabilidade socioambiental e o desenvolvimento sustentável. Ele vê com bons olhos a nova parceria. ""Acredito que estar conectado a uma entidade tão representativa e comprometida com o fortalecimento do comércio e da indústria local é um passo importante para o crescimento da Dispor. Temos boas expectativas de trocar experiências, ampliar nosso networking e participar ativamente das ações que promovam o desenvolvimento econômico da região. Estou confiante de que essa parceria vai render ótimos frutos, tanto para nossa empresa quanto para a comunidade empresarial"", observou. 

É com orgulho que recebemos a Dispor em nossa rede de associados. Juntos, seguimos fortalecendo o empreendedorismo local, promovendo conexões e impulsionando o crescimento da nossa região.

Seja muito bem-vinda, Dispor! 💚

#ACIRVassociados #ACIRVeDispor #ResponsabilidadeSocial #RioVerde";672;650;27;4;0;0;3;0;;31;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
116;2025-09-11T07:35:18-03:00;17894186490314662;"Está chegando o evento que conecta ideias, pessoas e oportunidades! 

A 3ª edição do Conecta ACIRV já tem data marcada: 

🗓 09 de outubro
🕡 A partir das 18h30
📍 ACIRV 

🚀 Um encontro pensado para quem quer crescer, aprender e se conectar com o melhor do empreendedorismo regional. 

🌐 O link para inscrição estará disponível a partir de segunda-feira (15/09). Já anote na agenda e se prepare, pois esta edição promete! 

#ConectaACIRV #Empreendedorismo #ConexõesQueTransformam";835;696;39;6;11;4;4;1;1;60;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
117;2025-09-10T12:05:12-03:00;18091154566687128;"A ACIRV dá boas-vindas à Boost Digital, nossa nova associada que atua há 2 anos no ramo de anúncios online, levando empresas a novos patamares de visibilidade e conversão no mundo digital. 

O empresário @viniciusandraade de explica que além de aumentar a rede de contatos, seu intuito com a filiação é fazer história. ""Meu objetivo é de somar, tanto para a ACIRV quanto para os associados. Temos diferenciais e queremos oferecer nossos serviços, participando da história dos potenciais clientes que vamos conquistar por meio da ACIRV"", observa. 

Vinicius e equipe, contem com a ACIRV nessa jornada! 

#ACIRVassociados #BoostDigital #MarketingDigital #RioVerde";1117;906;70;19;1;0;4;0;;90;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
118;2025-09-09T18:00:00-03:00;17847359010557882;"🎤✨ O 2º dia de audições do Festival Barzinho & Violão trouxe ainda mais emoção e vozes inesquecíveis! Os classificados da noite foram: Gallo, Paula Jesmyelle e Greidiane Lira! 

Agora é contagem regressiva para a grande final, que acontece no lançamento da Sudoexpo, dia 3 de outubro. Quem será a voz que vai conquistar o título? 🎶

📍 Realização: ACIRV
🤝 Patrocínio: Sicoob Empresarial
🎓 Apoio: UniRV e Prefeitura de Rio Verde

#FestivalBarzinhoEViolão #ACIRV #Sudoexpo2026 #MúsicaQueConecta";4420;3532;171;84;14;0;18;1;;269;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
119;2025-09-08T12:05:33-03:00;18091301725743013;"A Excellent Global (@excellentglobalrv) é uma escola de idiomas que ministra aulas 100% conversação, com uma metodologia de ensino “não-linear”, que permite uma aprendizagem rápida e eficaz.

A instituição de ensino oferece uma gama completa de cursos para atender as necessidades de aprendizado do aluno. Dentre eles estão: Inglês, Espanhol, Português para Estrangeiros, além do Curso Trílingue Exclusivo - uma oportunidade de dominar simultaneamente o Francês, o Espanhol e o Italiano. Também há acompanhamento escolar  para as disciplinas de Língua Portuguesa e Matemática.

A empresária @simonesmoraes12 relata que a valorização do aluno e unir forças foram motivações para que ela decidisse se associar à ACIRV. ""Através dessa parceria buscamos  gerar trocas de conhecimento e experiências, aumentar nossa visibilidade mútua e, juntos, oferecer um valor ainda maior para nossos alunos e comunidades. Acreditamos que a união de nossas forças pode proporcionar novas oportunidades de aprendizado e crescimento para todos(as)"", disse a proprietária.

Agradecemos pela confiança. Seja bem-vinda você, Simone, e toda sua equipe ao time de associados ACIRV. 

#ACIRVassociados #ACIRVExcellentGlobalIdiomas #EscolaDeIdiomas #RioVerde";838;702;24;7;5;0;6;0;;36;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
120;2025-09-08T08:30:00-03:00;18082991476930291;"🎶✨ O talento falou alto no 1º dia de audições do Festival Barzinho & Violão! Nossos classificados — Arturito, Ellen Farias e Weder Ribeiro foram um dos 6 finalistas que emocionaram o público e conquistaram seu espaço rumo à grande final.

E a jornada está só começando: a decisão será no lançamento da Sudoexpo, dia 3 de outubro, quando conheceremos quem vai brilhar como grande vencedor(a).

📍 Festival realizado pela ACIRV
🤝 Patrocínio: Sicoob Empresarial
🎓 Apoio: UniRV e Prefeitura de Rio Verde

#FestivalBarzinhoEViolão #ACIRV #Sudoexpo2026 #MúsicaÉCultura";4097;3164;159;51;14;2;38;5;;226;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
121;2025-09-07T09:30:21-03:00;18123160681489228;"🇧🇷 Independência se conquista todos os dias.

Em Rio Verde, ela se manifesta no comércio que cresce, nas indústrias que inovam e nas pessoas que fazem a diferença.

Neste 7 de Setembro, a ACIRV celebra o orgulho de ser brasileiro e o compromisso com o desenvolvimento da nossa cidade e região.

💚 Juntos somos mais fortes. Juntos somos Brasil.

#ACIRV #7DeSetembro #IndependênciaDoBrasil";266;239;11;6;2;0;1;0;;19;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
122;2025-09-04T18:05:48-03:00;17929204913982748;"A ValeSafe (@valesafe.rioverde) é uma rede de franquias - que nasceu em 2012, na cidade de Taubaté, no estado de SP - e chegou a Rio Verde em 2024. A empresa tem o intuito não só de realizar transações comerciais, mas de fazer parte da segurança de cada trabalhador da região, aliando atendimento especializado a preço justo.

O sócio-administrador, @sampaioricardo, e sua sócia e esposa, @andressaroberti, buscam representatividade junto à ACIRV. “Nos filiamos com o intuito de podermos fazer parte da entidade de uma forma que clareie e abra novos horizontes, desde a representatividade em eventuais tratativas que envolvam nossa classe do comércio, além do apoio e de parcerias, com o objetivo de evoluirmos a empresa nos setores internos”, declarou o sócio-administrador. 

Representatividade é o nosso lema! 

Bem-vindo, esperamos que seja uma jornada de sucesso! 

#ACIRVassociados #SegurançaDoTrabalho #RioVerde";1722;1470;62;18;5;0;12;2;;85;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
123;2025-09-01T07:25:48-03:00;18057703667119954;"Setembro Amarelo: Você não está sozinho.

A ACIRV acredita que falar é o primeiro passo para curar.

Neste Setembro Amarelo, reforçamos o compromisso com a vida, com o cuidado e com a escuta ativa.

Você é importante. Sua vida tem valor.
Se algo não vai bem, procure apoio. Vamos quebrar o tabu, abraçar o diálogo e construir uma sociedade mais empática.

📞 Se você estiver passando por um momento difícil, não hesite em buscar ajuda. O Centro de Valorização da Vida (CVV) oferece apoio emocional gratuito, 24h por dia: Ligue 188.

#ACIRVcausas #SetembroAmarelo #PrevençãoAoSuicídio #SaúdeMental";232;213;7;0;1;0;4;0;;8;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
124;2025-08-29T12:05:43-03:00;18047445530315860;"No Paço Municipal, na Sala do Agro, a ACIRV se reuniu com o vice-prefeito de Rio Verde Walter Baylão, essa semana. O intuito do encontro teve como objetivo estreitar laços e discutir parcerias estratégicas que beneficiem o comércio e a indústria local.

José Carlos Cintra, presidente da ACIRV, falou sobre a união entre as entidades para garantir melhorias visando o bem do setor empresarial. ""Essa aproximação com o poder público é essencial para que possamos juntos superar desafios e aproveitar as oportunidades que nossa cidade oferece"", observou. 

#ACIRVreuniões #PoderExecutivo #RioVerde";759;714;36;0;0;0;0;0;;36;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
125;2025-08-27T19:20:06-03:00;17872300602422469;"✨ Começar o dia com bons contatos, boas conversas e um bom café faz toda a diferença!

O Café Entre Amigos da ACIRV é amanhã e você é nosso(a) convidado(a) especial para esse momento de conexão e troca entre empreendedores, empresários e profissionais da região.

📅 28 de agosto de 2025
🕢 7h30
📍 Auditório da ACIRV

O evento é gratuito, mas é necessário realizar sua inscrição pelo link: https://www.sympla.com.br/evento/cafe-entre-amigos-da-acirv/3089667

Traga seu cartão de visitas, suas ideias e sua energia! Networking e oportunidades te esperam logo cedo. 😉

#ACIRVeventos #CaféEntreAmigos #BomDiaComNetworking #RioVerde";290;269;11;0;0;0;2;0;;11;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
126;2025-08-25T18:05:19-03:00;18014373737784988;"Com o objetivo de realizar novas conexões e ampliar o networking, os sócios @chayene.cynthia e @silfarneyoliveiramaia aderiram à ACIRV. Chayene possui 29 anos de experiência no setor do agronegócio e seu esposo Silfarney é especialista na área comercial. 

Juntos, eles aliaram o know-how que possuem no segmento e há dois anos administram a Central Sementes Brasil (@centralsementesbrasil).

Localizada em Rio Verde, a empresa comercializa uma variedade de sementes como: arroz, feijão, soja, milheto e mix de cobertura. 

#ACIRVassociados #ACIRVCentralSementesBrasil #Agranegócio #RioVerde";1120;1028;31;2;3;0;3;0;;36;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
127;2025-08-21T12:40:50-03:00;17875878822402439;"Informamos que o Encontro de Planejamento Estratégico do Núcleo Setorial de Saúde da ACIRV foi adiado.

A decisão foi tomada para garantir a participação plena dos envolvidos e a melhor condução das atividades propostas. Em breve, divulgaremos a nova data e detalhes da programação atualizada.

Agradecemos a compreensão de todos e reforçamos o nosso compromisso como  organização de um encontro produtivo e alinhado às expectativas dos participantes.

🔄 Fique atento aos nossos canais oficiais para as próximas atualizações!

#ACIRVeventos #NúcleoDeSaúde #PlanejamentoEstratégico #ProfissionaisDeSaúde #Comunicado #NovaDataEmBreve #RioVerde";294;250;7;0;0;0;4;0;;7;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
128;2025-08-21T07:30:33-03:00;18084456460870588;"🚀 Empresário, esse convite é para você!

No dia 28 de agosto, às 7h30, te esperamos na sede da ACIRV para mais uma edição do Café Entre Amigos: um momento especial para networking, troca de ideias e fortalecimento de conexões entre empresários da nossa região.

☕ O café é por nossa conta e a conversa também promete ser boa!

✅ A participação é gratuita, mas é necessário confirmar presença. 

📲 Inscreva-se agora pelo link: https://www.sympla.com.br/evento/cafe-entre-amigos-da-acirv/3089667

Nos vemos lá?

#ACIRVeventos #CaféEntreAmigos #EventoEmpresarial #RioVerde";683;565;18;2;5;0;8;0;3;25;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
129;2025-08-20T07:40:15-03:00;18106780591493864;"❓O que é arbitragem?

É uma forma de resolver disputas fora da justiça comum, de maneira mais rápida, sigilosa e eficaz.

A Câmara de Arbitragem da ACIRV é especializada em promover soluções para empresas e cidadãos de forma moderna e segura.

💡 Você sabia que pode incluir a cláusula compromissória de arbitragem nos seus contratos?

Fale com a ACIRV e saiba mais!

#DireitoAlternativo #CâmaraDeArbitragem #RapidezNaJustiça #ACIRVeCAM";418;366;8;0;2;0;2;0;;10;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
130;2025-08-15T12:15:25-03:00;17962587800950907;"Boas notícias para os músicos! 🎶

O prazo de inscrições do Festival Barzinho e Violão, da ACIRV, foi estendido! 

E o melhor: você pode se inscrever e enviar seu vídeo talentoso logo no ato. Mostre seu som e alcance o palco. 

Inscrições na bio! 📲

#ACIRVfestival #ACIRVSudoexpo #BarzinhoEViolão #TalentoMusical";855;747;22;0;21;2;12;0;10;45;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
131;2025-08-13T19:23:25-03:00;18074075183085353;"Nota de Pesar - Manifestamos profundo pesar pelo falecimento do Dr. Juraci Martins, ex-prefeito de Rio Verde, ocorrido na tarde desta quarta-feira. 

Sua trajetória como médico e gestor público deixou marcas significativas no desenvolvimento de nossa cidade, sempre pautada pelo compromisso com a comunidade e pela dedicação ao bem-estar da população.

Neste momento de dor, a ACIRV se solidariza com familiares, amigos e toda a população rio-verdense, reconhecendo e honrando a contribuição do Dr. Juraci para a história e o progresso de Rio Verde.

Que seu legado inspire futuras gerações a trabalhar com ética, respeito e amor pela nossa cidade.";868;743;46;0;0;0;7;0;;46;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
132;2025-08-13T18:00:48-03:00;17989672352832664;"✨ Oportunidades movem negócios!

A ACIJ está organizando um evento que promete transformar a maneira como você enxerga sua empresa — e a ACIRV tem orgulho de ajudar a espalhar essa iniciativa!

Um encontro feito para quem quer aprender, se conectar e crescer.

📌 Em Jataí, para toda a região!
📆 Data: 30/08/2025
📍 Local: auditório do Sesc Jataí

➡️ Em breve mais detalhes. Fique atento(a)!

#ACIRV #ACIJ #JataiEmpreende #DesenvolvimentoRegional #EventoEmpresarial";340;314;11;1;0;1;2;0;;13;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
133;2025-08-12T18:00:32-03:00;18076901531068155;"Você está pronto(a) para transformar a forma como se comunica e lidera? 🔊

Participe da Oficina ""In Book: Comunicação e Liderança"". Trata-se de um evento dinâmico e interativo em que você irá aprender, de forma prática e lúdica, conceitos e estratégias de gestão alinhados a metodologias atuais. 

🗓 Data: 19/08/25 (terça-feira)
🕖 Horário: às 19h
📍 Local: ACIRV — rua Dona Maricota, 199
Jardim Marconal - Rio Verde (GO)

O evento é gratuito. Mas para participar, é necessário se inscrever pelo link: https://beevent.sebraego.com.br/inscreva-se/173770115

Esperamos por você! 

#ACIRVoficinas #ACIRVeventos #ACIRVeSEBRAE #ComunicaçãoLiderança #RioVerde";433;371;15;0;8;4;4;0;1;27;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
134;2025-08-10T08:00:41-03:00;18323052103233993;"FELIZ DIA DOS PAIS! 👔

Como nos negócios, também na vida, ser pai é investir tempo, amor e dedicação para colher os melhores frutos.

A ACIRV parabeniza todos os pais empreendedores de sonhos e construtores de futuros!

#ACIRVhomenagem #DiaDosPais #Empreendedorismo #Família 👨‍👧‍👦🧑🏿‍🍼";186;164;17;2;0;0;2;0;;19;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
